Rama de la Entidad;Sector de la Entidad;Entidad;Proveedor;Agregacion;Ciudad;Total
Ejecutiva;Educación Nacional;GOBERNACION DEL CESAR;Unión Temporal Toyonorte Ltda.  Armor Internacional de Colombia Ltda;Vehículos Blindados II;Valledupar;337980937
Ejecutiva;Educación Nacional;HUILA - INSTITUCION EDUCATIVA MISAEL PASTRANA BORRERO-NEIVA;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Neiva;21497506
Ejecutiva;Educación Nacional;HUILA - INSTITUCION EDUCATIVA MISAEL PASTRANA BORRERO-NEIVA;Falabella de Colombia S.A.;Grandes Superficies;Neiva;6894000
Ejecutiva;Educación Nacional;HUILA - INSTITUCION EDUCATIVA MISAEL PASTRANA BORRERO-NEIVA;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Neiva;24344582
Ejecutiva;Educación Nacional;ICFES;CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO;Grandes Superficies;Bogotá;12994200
Ejecutiva;Educación Nacional;ICFES;CENCOSUD COLOMBIA S.A.;Grandes Superficies;Bogotá;31164790
Ejecutiva;Educación Nacional;ICFES;CenturyLink Colombia S.A.;Nube Privada II;Bogotá;2075248124
Ejecutiva;Educación Nacional;ICFES;COLOMBIANA DE SOFTWARE Y HARDWARE COLSOF S.A;Adquisición de Computadores y Periféricos;Bogotá;156437820
Ejecutiva;Educación Nacional;ICFES;Eforcers S.A.;Google II;Bogotá;213509068
Ejecutiva;Educación Nacional;ICFES;Media Commerce Partners SAS;Conectividad II;Bogotá;42323064
Ejecutiva;Educación Nacional;ICFES;Oficomco S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;620292620
Ejecutiva;Educación Nacional;ICFES;Oracle Colombia Ltda;Servicios Oracle;Bogotá;391375443
Ejecutiva;Educación Nacional;ICFES;Organización Terpel S.A.;Combustible (Bogotá) II;Bogotá;82190240
Ejecutiva;Educación Nacional;ICFES;P&P Systems Colombia S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;147530209
Ejecutiva;Educación Nacional;ICFES;Selcomp Ingeniería S.A.S.;Servicios BPO;Bogotá;253168943
Ejecutiva;Educación Nacional;ICFES;UT Claro;Conectividad II;Bogotá;5539049
Ejecutiva;Educación Nacional;ICFES;UT Soluciones Microsoft 2017;Microsoft II;Bogotá;42787164
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;Agencia de Viajes y Turismo Goldtour S.A.S.;Tiquetes Aéreos;Cali;20330460
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;CENCOSUD COLOMBIA S.A.;Grandes Superficies;Cali;461040
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;CLEANER S.A.;Aseo y Cafetería;Cali;40957591
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Cali;23824205
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;Comercializadora Arturo Calle S.A.S.;Dotaciones de Vestuario;Cali;6667510
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;Confecciones Páez S.A;Dotaciones de Vestuario II;Cali;2264740
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;Confecciones Páez S.A;Dotaciones de Vestuario;Cali;4550132
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;Dotación Integral S.A.S;Dotaciones de Vestuario;Cali;7848720
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;Festivaltours S.A.S.;Tiquetes Aéreos II;Cali;10000000
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;INTRADECO S.A.S;Dotaciones de Vestuario II;Cali;1082900
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;MAKRO SUPERMAYORISTA S.A.S;Grandes Superficies;Cali;14178613
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Cali;57293875
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;QBE SEGUROS S.A;SOAT II;Cali;1161984
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;Redox Colombia SAS.;Papelería y útiles de oficina;Cali;7029223
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Cali;3484678
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;Seguros Generales Suramericana S.A.;SOAT;Cali;252024
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;Twity S.A.;Dotaciones de Vestuario;Cali;1141162
Ejecutiva;Educación Nacional;INST TEC NACIONAL DE COMERCIO SIMON RODRIGUEZ CALI;Unión Temporal Caf - Salianza;Servicio de Intermediación de Seguros;Cali;0
Ejecutiva;Educación Nacional;INSTITUCION EDUCATIVA DEPARTAMENTAL  POMPILIO MARTINEZ;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Cajicá;2695413
Ejecutiva;Educación Nacional;INSTITUCION EDUCATIVA MARIA ANALIA ORTIZ HORMAZA;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;La Victoria;525832
Ejecutiva;Educación Nacional;INSTITUCION TECNOLOGICA COLEGIO MAYOR DE BOLIVAR;SOFASA S.A.;Vehículos II;Cartagena;64371137
Ejecutiva;Educación Nacional;Institución Universitaria Digital de Antioquia;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Medellín;240061200
Ejecutiva;Educación Nacional;Institución Universitaria Digital de Antioquia;Jargu S.A. Corredores de seguros;Servicio de Intermediación de Seguros;Medellín;0
Ejecutiva;Educación Nacional;Institución Universitaria Digital de Antioquia;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Medellín;67185013
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Aseguradora Solidaria de Colombia LTDA;SOAT;Bogotá;730517
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;CENCOSUD COLOMBIA S.A.;Grandes Superficies;Bogotá;4322650
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;CLEANER S.A.;Aseo y Cafetería II;Bogotá;146311177
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Bogotá;77745353
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Chía;8150200
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;COLOMBIANA DE SOFTWARE Y HARDWARE COLSOF S.A;Adquisición de Computadores y Periféricos;Chía;29160000
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Comercializadora Ferlag;Papelería y útiles de oficina;Bogotá;30579
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Confecciones Páez S.A;Dotaciones de Vestuario II;Bogotá;11710304
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Confecciones Páez S.A;Dotaciones de Vestuario;Bogotá;14705876
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Consorcio Jeroam;Papelería y útiles de oficina;Bogotá;1966144
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Controles Empresariales S.A.S.;Microsoft II;Bogotá;37199393
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Controles Empresariales S.A.S.;Microsoft II;Chía;48994929
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Controles Empresariales S.A.S.;Microsoft;Bogotá;56298032
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Dgerard Mg S.A.S;Dotaciones de Vestuario II;Bogotá;17194633
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Dotación Integral S.A.S;Dotaciones de Vestuario II;Bogotá;1726986
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;ETB;Conectividad II;Bogotá;75414465
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;ETB;Conectividad;Bogotá;79224122
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Falabella de Colombia S.A.;Grandes Superficies;Bogotá;8707700
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Fernando Guerrero Caro;Dotaciones de Vestuario;Bogotá;15085456
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;INTRADECO S.A.S;Dotaciones de Vestuario II;Bogotá;2212210
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Inversiones Giratell Giraldo S.C.A;Dotaciones de Vestuario;Bogotá;3750280
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Inversiones Sara de Colombia S.A.S;Dotaciones de Vestuario II;Bogotá;7565218
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Inversiones Sara de Colombia S.A.S;Dotaciones de Vestuario;Bogotá;3807236
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Jargu S.A. Corredores de seguros;Servicio de Intermediación de Seguros;Bogotá;0
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;La Previsora S.A.;Seguros de Vehículos;Bogotá;4789654
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;La Previsora S.A.;SOAT II;Bogotá;6360047
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;LADOINSA LABORES DOTACIONES INDUSTRIALES S.A.S;Aseo y Cafetería II;Bogotá;620433583
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;MAKRO SUPERMAYORISTA S.A.S;Grandes Superficies;Bogotá;35816876
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;MAKRO SUPERMAYORISTA S.A.S;Grandes Superficies;Yerbabuena-cundinamarca;2358377
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Omar Vanegas Nieto;Dotaciones de Vestuario;Bogotá;6905015
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Organización Terpel S.A.;Combustible (Bogotá) I;Bogotá;42000000
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Organización Terpel S.A.;Combustible (Bogotá) II;Bogotá;50810346
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Bogotá;79434144
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Proveinsumos S.A.S.;Papelería y útiles de oficina;Bogotá;1999755
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;QBE SEGUROS S.A;SOAT II;Bogotá;2630305
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Bogotá;11998572
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Yerbabuena-cundinamarca;5486552
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;SERVIASEO S.A;Aseo y Cafetería;Bogotá;120678350
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Servicio Aéreo a Territorios Nacionales S.A.;Tiquetes Aéreos;Bogotá;75000000
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Sparta Shoes S.A.S;Dotaciones de Vestuario II;Bogotá;4383795
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Subatours S.A.S.;Tiquetes Aéreos;Bogotá;164600000
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Twity S.A.;Dotaciones de Vestuario;Bogotá;6408895
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Unión Temporal Charleston-Papi;Dotaciones de Vestuario II;Bogotá;2522800
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Unión Temporal Ladoinsa 2014;Aseo y Cafetería;Bogotá;110635812
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;UT Soft-IG;Microsoft;Bogotá;74851831
Ejecutiva;Educación Nacional;INSTITUTO CARO Y CUERVO;Viaja por el Mundo Web Nickisix 360 S.A.S.;Tiquetes Aéreos II;Bogotá;200548430
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL- Humberto Velásquez García;Oracle Colombia Ltda;Servicios Oracle;Ciénaga;72202796
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Ase & Ase Ltda.;Servicio de Intermediación de Seguros;Bogotá;0
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Avanxo Colombia;Nube Pública;Bogotá;37666864
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Bogotá;33222400
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;COLOMBIANA DE SOFTWARE Y HARDWARE COLSOF S.A;Adquisición de Computadores y Periféricos;Bogotá;38384100
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Compañía de Servicios y Administración S.A. Serdan S.A.;Aseo y Cafetería;Bogotá;21011199
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Confecciones Páez S.A;Dotaciones de Vestuario II;Bogotá;2828960
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Controles Empresariales S.A.S.;Microsoft II;Bogotá;39705300
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Controles Empresariales S.A.S.;Microsoft;Bogotá;6147414
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Dgerard Mg S.A.S;Dotaciones de Vestuario II;Bogotá;1304796
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Dispapeles S.A.S.;Papelería y útiles de oficina II;Bogotá;28324499
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Dotación Integral S.A.S;Dotaciones de Vestuario;Bogotá;831999
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Fernando Guerrero Caro;Dotaciones de Vestuario;Bogotá;4594383
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;GRUPO EDS AUTOGAS S.A.S.;Combustible (Bogotá) II;Bogotá;22938736
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Grupo Los Lagos S.A.S.;Papelería y útiles de oficina II;Bogotá;2500002
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;IFX Networks Colombia SAS;Conectividad II;Bogotá;23072454
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;IFX Networks Colombia SAS;Conectividad;Bogotá;19289200
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;IFX Networks Colombia SAS;Nube Pública II;Bogotá;39984058
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Institucional Star Services Ltda.;Papelería y útiles de oficina II;Bogotá;2473853
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;INTRADECO S.A.S;Dotaciones de Vestuario II;Bogotá;554540
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Inversiones Giratell Giraldo S.C.A;Dotaciones de Vestuario;Bogotá;2442960
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;La Previsora S.A.;SOAT II;Bogotá;2047026
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Luz Mila López;Dotaciones de Vestuario II;Bogotá;771110
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Mapfre Seguros Generales de Colombia S.A.;Seguros de Vehículos;Bogotá;2627670
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;NEX COMPUTER S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;33126428
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Ofixpres S.A.S.;Papelería y útiles de oficina;Bogotá;967672
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Omar Vanegas Nieto;Dotaciones de Vestuario;Bogotá;2262000
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Bogotá;47227652
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Bogotá;557586
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;SERVIASEO S.A;Aseo y Cafetería II;Bogotá;92311793
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Servicio Aéreo a Territorios Nacionales S.A.;Tiquetes Aéreos;Bogotá;220500000
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Sistetronics Ltda.;Adquisición de Computadores y Periféricos;Bogotá;7177485
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Sparta Shoes S.A.S;Dotaciones de Vestuario II;Bogotá;795415
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Sumimas S.A.S.;Papelería y útiles de oficina;Bogotá;5833373
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Twity S.A.;Dotaciones de Vestuario;Bogotá;4600240
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Unión Temporal Autogas-Gandur;Combustible (Bogotá);Bogotá;3500089
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;UNION TEMPORAL BIOLIMPIEZA;Aseo y Cafetería II;Bogotá;44676972
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Unión Temporal Industrias Zaty;Dotaciones de Vestuario;Bogotá;4523175
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Unión Temporal Novatours  Vision Tours 04-2015;Tiquetes Aéreos;Bogotá;23824282
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Unión Temporal Seiso - Serconal;Aseo y Cafetería;Bogotá;21433683
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;UT Soft-IG;Microsoft;Bogotá;65032390
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Veneplast Ltda;Derivados del papel carton y corrugado;Bogotá;17909500
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA CIEGOS;Yubarta  S.A.S.;Dotaciones de Vestuario II;Bogotá;3758201
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Ase & Ase Ltda.;Servicio de Intermediación de Seguros;Bogotá;0
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);CENCOSUD COLOMBIA S.A.;Grandes Superficies;Bogotá;265639
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Bogotá;13628544
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Confecciones Páez S.A;Dotación de vestuario;Bogotá;3295236
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Confecciones Páez S.A;Dotaciones de Vestuario;Bogotá;2780833
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Controles Empresariales S.A.S.;Microsoft II;Bogotá;65325657
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Controles Empresariales S.A.S.;Microsoft;Bogotá;28157070
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Dgerard Mg S.A.S;Dotaciones de Vestuario II;Bogotá;947284
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Distracom S.A.;Combustible (Bogotá) II;Bogotá;9000000
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Dotación Integral S.A.S;Dotaciones de Vestuario II;Bogotá;664143
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);ESRI COLOMBIA SAS;ArcGIS;Bogotá;26949374
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);ETB;Conectividad II;Bogotá;18718187
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Falabella de Colombia S.A.;Grandes Superficies;Bogotá;1499990
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);I3NET S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;53997409
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Institucional Star Services Ltda.;Papelería y útiles de oficina II;Bogotá;9912437
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Inversiones Giratell Giraldo S.C.A;Dotación de vestuario;Bogotá;6727400
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Inversiones Giratell Giraldo S.C.A;Dotaciones de Vestuario;Bogotá;1235400
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Inversiones Sara de Colombia S.A.S;Dotaciones de Vestuario II;Bogotá;3313125
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);La Previsora S.A.;SOAT II;Bogotá;605324
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Lilia Fanny Guevara Parrado;Papelería;Bogotá;2894949
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Luz Mila López;Dotaciones de Vestuario II;Bogotá;1225105
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);MAKRO SUPERMAYORISTA S.A.S;Grandes Superficies;Bogotá;136181902
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Mapfre Seguros Generales de Colombia S.A.;Seguros de Vehículos;Bogotá;2718575
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);NEX COMPUTER S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;11147000
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Omar Vanegas Nieto;Dotaciones de Vestuario;Bogotá;6695720
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Organización Terpel S.A.;Combustible (Bogotá) I;Bogotá;12000000
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Organización Terpel S.A.;Combustible (Bogotá) II;Bogotá;20900000
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Bogotá;62736381
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Papelería Los Andes;Papelería y útiles de oficina II;Bogotá;34729744
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);QBE SEGUROS S.A;SOAT II;Bogotá;475697
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);RENTACOMPUTO S.A.;Arriendo ETP;Bogotá;31186911
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Bogotá;6746695
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería;Bogotá;7905807
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Seguros Generales Suramericana S.A.;SOAT;Bogotá;437780
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Servi limpieza S.A.;Aseo y Cafetería;Bogotá;17865344
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Servicio Aéreo a Territorios Nacionales S.A.;Tiquetes Aéreos;Bogotá;511304149
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Sistetronics Ltda.;Adquisición de Computadores y Periféricos;Bogotá;76637257
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Sparta Shoes S.A.S;Dotaciones de Vestuario II;Bogotá;631047
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Sumimas S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;50379040
Ejecutiva;Educación Nacional;INSTITUTO NACIONAL PARA SORDOS (INSOR);Twity S.A.;Dotación de vestuario;Bogotá;3025454
