Rama de la Entidad;Sector de la Entidad;Entidad;Proveedor;Agregacion;Ciudad;Total
No Definida;;FUERZA AEREA COLOMBIANA - GRUPO ADMINISTRATIVO COFAC;Sumimas S.A.S.;Consumibles de Impresión;Bogotá;140286852
No Definida;;FUERZA AEREA COLOMBIANA - GRUPO ADMINISTRATIVO COFAC;Unión Temporal Ladoinsa 2014;Aseo y Cafetería;Bogotá;1431196610
No Definida;;METRO DE BOGOTÁ S.A.;Automotores Comagro S.A.;Vehículos II;Bogotá;63852299
No Definida;;METRO DE BOGOTÁ S.A.;ESRI COLOMBIA SAS;ArcGIS;Bogotá;58272188
No Definida;;METRO DE BOGOTÁ S.A.;GRUPO EDS AUTOGAS S.A.S.;Combustible (Bogotá) II;Bogotá;6064480
No Definida;;METRO DE BOGOTÁ S.A.;Grupo Los Lagos S.A.S.;Papelería y útiles de oficina II;Bogotá;27237334
No Definida;;METRO DE BOGOTÁ S.A.;Itaú Corredor de Seguros Colombia S.A.;Servicio de Intermediación de Seguros;Bogotá;4112649
No Definida;;METRO DE BOGOTÁ S.A.;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Bogotá;6005454
No Definida;;METRO DE BOGOTÁ S.A.;UNION TEMPORAL BIOLIMPIEZA;Aseo y Cafetería II;Bogotá;26829711
No Definida;;SECSA DERIS;Agencia de Viajes y Turismo Goldtour S.A.S.;Tiquetes Aéreos;Pereira;2500000
No Definida;;SECSA DERIS;Organización Terpel S.A.;Combustible (Nacional);Pereira;122000000
No Definida;;SECSA DERIS;Servicio Aéreo a Territorios Nacionales S.A.;Tiquetes Aéreos;Pereira;175208040
No Definida;;SECSA DERIS;Servientrega S.A.;Servicio de Distribución;Pereira;6712031
No Definida;;SECSA DERIS;Subatours S.A.S.;Tiquetes Aéreos;Pereira;1500000
No Definida;;SECSA DERIS;Uniples S.A.;Consumibles de Impresión;Pereira;4156194
Organismos autónomo o independientes;Agricultura y Desarrollo Rural;ASOCIACIÓN COLOMBIANA DE PORCICULTORES FONDO NACIONAL DE LA PORCICULTURA;Institucional Star Services Ltda.;Papelería y útiles de oficina II;Bogotá;1225692
Organismos autónomo o independientes;Agricultura y Desarrollo Rural;ASOCIACIÓN COLOMBIANA DE PORCICULTORES FONDO NACIONAL DE LA PORCICULTURA;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Bogotá;8684828
Organismos autónomo o independientes;Agricultura y Desarrollo Rural;BOGOTA - SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO S.A.;Controles Empresariales S.A.S.;Microsoft;Bogotá;75530667
Organismos autónomo o independientes;Agricultura y Desarrollo Rural;BOGOTA - SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO S.A.;ESRI COLOMBIA SAS;ArcGIS;Bogotá;4828267
Organismos autónomo o independientes;Agricultura y Desarrollo Rural;BOGOTA - SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO S.A.;GRUPO EDS AUTOGAS S.A.S.;Combustible (Bogotá) II;Bogotá;26000000
Organismos autónomo o independientes;Agricultura y Desarrollo Rural;BOGOTA - SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO S.A.;IFX Networks Colombia SAS;Conectividad;Bogotá;40407414
Organismos autónomo o independientes;Agricultura y Desarrollo Rural;BOGOTA - SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO S.A.;IFX Networks Colombia SAS;Nube Privada;Bogotá;109824548
Organismos autónomo o independientes;Agricultura y Desarrollo Rural;BOGOTA - SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO S.A.;Institucional Star Services Ltda.;Papelería y útiles de oficina II;Bogotá;15550223
Organismos autónomo o independientes;Agricultura y Desarrollo Rural;BOGOTA - SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO S.A.;Oracle Colombia Ltda;Servicios Oracle;Bogotá;969032333
Organismos autónomo o independientes;Agricultura y Desarrollo Rural;BOGOTA - SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO S.A.;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina II;Bogotá;5828118
Organismos autónomo o independientes;Agricultura y Desarrollo Rural;BOGOTA - SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO S.A.;Unión Temporal Autogas-Gandur;Combustible (Bogotá);Bogotá;3300000
Organismos autónomo o independientes;Agricultura y Desarrollo Rural;BOGOTA - SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO S.A.;UT Soft-IG;Microsoft;Bogotá;4074606
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPAMAG;Unión Temporal Toyonorte Ltda.  Armor Internacional de Colombia Ltda;Vehículos Blindados I;Santa Marta;270265826
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPOCALDAS;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Manizales;16715300
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPOCALDAS;ESRI COLOMBIA SAS;ArcGIS;Manizales;39803947
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPOCALDAS;Falabella de Colombia S.A.;Grandes Superficies;Manizales;13142000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPOCALDAS;Ito Software S.A.S.;Google II;Manizales;39842750
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPOCALDAS;Organización Terpel S.A.;Combustible (Nacional);Manizales;46340000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPOCALDAS;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Manizales;2016217
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPOCALDAS;RENAULT SOCIEDAD DE FABRICACIÓN DE AUTOMOTORES S.A.S.;Vehículos II;Manizales;131873802
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPOCALDAS;Viaja por el Mundo Web Nickisix 360 S.A.S.;Tiquetes Aéreos II;Manizales;110000000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;Confecciones Páez S.A;Dotaciones de Vestuario II;Tunja;11149734
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;Controles Empresariales S.A.S.;Microsoft II;Tunja;68848941
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;DISTRIBUIDORA NISSAN S.A.;Vehículos I;Tunja;94168690
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;Dotación Integral S.A.S;Dotaciones de Vestuario II;Tunja;3940439
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;Eforcers S.A.;Google II;Tunja;315649701
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;Eforcers S.A.;Google;Tunja;47317145
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;ESRI COLOMBIA SAS;ArcGIS;Tunja;67166052
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;Grupo Empresarial Crear de Colombia S.A.S.;Adquisición de Computadores y Periféricos;Tunja;7917515
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;I3NET S.A.S.;Adquisición de Computadores y Periféricos;Tunja;12546831
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;INTRADECO S.A.S;Dotaciones de Vestuario II;Tunja;512009
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;Inversiones Sara de Colombia S.A.S;Dotaciones de Vestuario II;Tunja;342119
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;Key Market S.A.S.;Consumibles de Impresión;Tunja;117758444
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;NEX COMPUTER S.A.S.;Adquisición de Computadores y Periféricos;Tunja;20288581
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;S.O.S. Soluciones de Oficina & Suministros S.A.S;Consumibles de Impresión;Tunja;14405613
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;Sistetronics Ltda.;Adquisición de Computadores y Periféricos;Tunja;72331110
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;Sumimas S.A.S.;Adquisición de Computadores y Periféricos;Tunja;141125821
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;Union Temporal Ofi.Com.Co - Veneplast;Consumibles de Impresión;Tunja;9157182
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE BOYACA - CORPOBOYACA;Unión Temporal Toyonorte Ltda.  Distribuidora Toyota S.A.S.;Vehículos II;Tunja;207594949
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Confecciones Páez S.A;Dotaciones de Vestuario II;Garagoa;7206620
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Crystal S.A.S.;Dotaciones de Vestuario;Garagoa;13188388
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Dotación Integral S.A.S;Dotaciones de Vestuario II;Garagoa;2511893
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Eforcers S.A.;Google II;Garagoa;47787855
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;ESRI COLOMBIA SAS;ArcGIS;Garagoa;41428210
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;La Previsora S.A.;SOAT II;Garagoa;7674752
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;MR CLEAN S.A.;Aseo y Cafetería II;Garagoa;516631243
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Oracle Colombia Ltda;Servicios Oracle;Garagoa;117468024
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Quest S.A.S;Dotaciones de Vestuario;Garagoa;19911400
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Seguros Generales Suramericana S.A.;SOAT;Garagoa;2625759
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;SERVIASEO S.A;Aseo y Cafetería;Garagoa;87637021
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Servicio Aéreo a Territorios Nacionales S.A.;Tiquetes Aéreos;Garagoa;12000000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;SERVICIOS DE ASEO, CAFETERIA Y MANTENIMIENTO INSTITUCIONAL OUTSOURCING SEASIN LIMITADA;Aseo y Cafetería II;Garagoa;62578563
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Subatours S.A.S.;Tiquetes Aéreos;Garagoa;7000000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Telefónica;Conectividad II;Garagoa;17688846
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Telefónica;Conectividad;Garagoa;19720011
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Unión Temporal Eminser-Soloaseo;Aseo y Cafetería;Garagoa;93303444
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;Union Temporal Los Coches- Iberplast-2014;Vehículos I;Garagoa;169448879
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE CHIVOR;UT Conectando Colombia;Conectividad II;Garagoa;17136000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL;Comercializadora Arturo Calle S.A.S.;Dotaciones de Vestuario;Cúcuta;8950936
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL;Quest S.A.S;Dotaciones de Vestuario;Cúcuta;8736000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE LA GUAJIRA;DISTRIBUIDORA NISSAN S.A.;Vehículos I;Riohacha;131567200
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACIÓN AUTÓNOMA REGIONAL DE LAS CUENCAS DE LOS RÍOS NEGRO - NARE  CORNARE;Sistetronics Ltda.;Adquisición de Computadores y Periféricos;El Santuario;47952038
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACIÓN AUTÓNOMA REGIONAL DE LAS CUENCAS DE LOS RÍOS NEGRO - NARE  CORNARE;UT Soft-IG;Microsoft II;El Santuario;64560291
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE NARIÑO;Comercializadora Arturo Calle S.A.S.;Dotaciones de Vestuario;Pasto;50876630
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE NARIÑO;Confecciones Páez S.A;Dotaciones de Vestuario II;Pasto;8220884
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE NARIÑO;DISTRIBUIDORA NISSAN S.A.;Vehículos I;Pasto;196930620
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE NARIÑO;INTRADECO S.A.S;Dotaciones de Vestuario II;Pasto;12116580
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE NARIÑO;Inversiones Sara de Colombia S.A.S;Dotaciones de Vestuario II;Pasto;11357323
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE NARIÑO;La Previsora S.A.;SOAT;Pasto;4202913
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE NARIÑO;Quest S.A.S;Dotaciones de Vestuario;Pasto;17517446
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE NARIÑO;Seguros Generales Suramericana S.A.;SOAT;Pasto;6200020
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DE NARIÑO;Unión Temporal Colombia Compra 2014 Crisall-Sara;Dotaciones de Vestuario;Pasto;7405440
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CAUCA;Agencia de Viajes y Turismo Goldtour S.A.S.;Tiquetes Aéreos;Popayán;22950000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CAUCA;Eforcers S.A.;Google II;Popayán;95720656
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CAUCA;Eforcers S.A.;Google;Popayán;62522522
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CAUCA;ESRI COLOMBIA SAS;ArcGIS;Popayán;136734555
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CAUCA;Fabrica Nacional de Autopartes S.A;Motocicletas, Cuatrimotos y Motocarros;Popayán;43983521
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CAUCA;I3NET S.A.S.;Adquisición de Computadores y Periféricos;Popayán;3775000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CAUCA;Key Market S.A.S.;Adquisición de Computadores y Periféricos;Popayán;7456328
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CAUCA;Microhard S.A.S.;Adquisición de Computadores y Periféricos;Popayán;85971859
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CAUCA;P&P Systems Colombia S.A.S.;Adquisición de Computadores y Periféricos;Popayán;733184
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CAUCA;Sumimas S.A.S.;Adquisición de Computadores y Periféricos;Popayán;6197576
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CAUCA;UT CCE Tecnológico;Adquisición de Computadores y Periféricos;Popayán;51445355
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Medellín;14974800
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA;Dotaescol Ltda.;Dotación Escolar;Medellín;35826378
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA;ESRI COLOMBIA SAS;ArcGIS;Medellín;247267353
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA;Industrias Cruz Hermanos S.A.;Dotación Escolar;Medellín;13508880
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA;La Previsora S.A.;Seguros de Vehículos;Medellín;75155887
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA;La Previsora S.A.;SOAT II;Medellín;26394052
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA;Oracle Colombia Ltda;Servicios Oracle;Medellín;78829144
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA;Servicio Aéreo a Territorios Nacionales S.A.;Tiquetes Aéreos;Medellín;76500000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA;Subatours S.A.S.;Tiquetes Aéreos;Medellín;100000000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA;Sumimas S.A.S.;Consumibles de Impresión;Medellín;45624478
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA;Uniples S.A.;Adquisición de Computadores y Periféricos;Medellín;79151212
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA;Yokomotor S.A;Vehículos II;Medellín;874578412
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;Agencia de Viajes y Turismo Goldtour S.A.S.;Tiquetes Aéreos;Valledupar;19000000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;CLEANER S.A.;Aseo y Cafetería II;Valledupar;38752422
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;COLOMBIANA DE SOFTWARE Y HARDWARE COLSOF S.A;Adquisición de Computadores y Periféricos;Valledupar;10083822
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;COMPAÑÍA DE ASEOS ASEOCAR LTDA;Aseo y Cafetería II;Valledupar;132036403
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;Eforcers S.A.;Google II;Valledupar;61524917
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;Grupo Empresarial Crear de Colombia S.A.S.;Adquisición de Computadores y Periféricos;Valledupar;3982480
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;La Previsora S.A.;SOAT II;Valledupar;4242754
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;NEX COMPUTER S.A.S.;Adquisición de Computadores y Periféricos;Valledupar;3870734
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;Oficomco S.A.S.;Adquisición de Computadores y Periféricos;Valledupar;9102396
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;P&P Systems Colombia S.A.S.;Adquisición de Computadores y Periféricos;Valledupar;4983956
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;Servicio Aéreo a Territorios Nacionales S.A.;Tiquetes Aéreos;Valledupar;72000000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;SERVICIOS DE ASEO, CAFETERIA Y MANTENIMIENTO INSTITUCIONAL OUTSOURCING SEASIN LIMITADA;Aseo y Cafetería II;Valledupar;178550063
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;Sumimas S.A.S.;Adquisición de Computadores y Periféricos;Valledupar;37749485
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;Unión Temporal Serviactiva 2014;Aseo y Cafetería;Valledupar;57592404
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;UT Soft-IG;Microsoft II;Valledupar;10989184
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL CESAR;UT Soluciones Microsoft 2017;Microsoft II;Valledupar;7322978
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO;CENCOSUD COLOMBIA S.A.;Grandes Superficies;Armenia;1950610
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Armenia;34826779
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO;ESRI COLOMBIA SAS;ArcGIS;Armenia;17164261
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO;MAKRO SUPERMAYORISTA S.A.S;Grandes Superficies;Armenia;13478000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO;Oracle Colombia Ltda;Servicios Oracle;Armenia;28881123
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO;Organización Terpel S.A.;Combustible (Nacional);Armenia;44500000
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Armenia;189320414
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA;AUTOMAYOR S.A.;Vehículos I;Cali;185297520
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA;CAR HYUNDAI S.A;Vehículos I;Cali;63143440
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA;DISTRIBUIDORA NISSAN S.A.;Vehículos I;Cali;186718098
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA;DISTRIBUIDORA NISSAN S.A.;Vehículos II;Cali;504765265
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA;ESRI COLOMBIA SAS;ArcGIS;Cali;587630404
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA;Oracle Colombia Ltda;Servicios Oracle;Cali;485531258
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA;SOFASA S.A.;Vehículos I;Cali;1216916784
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA;Unión Temporal Eficiente 2016;Vehículos II;Cali;2313175968
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA - CORMACARENA;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Villavicencio;33071241
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA - CORMACARENA;Controles Empresariales S.A.S.;Microsoft II;Villavicencio;19834178
Organismos autónomo o independientes;Ambiente y Desarrollo Sostenible;CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA - CORMACARENA;Dell Colombia INC;Microsoft II;Villavicencio;9954654
